SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1;ÚnicaDOSIS;Refuerzo_DOSIS;4aDOSIS
Administrativo de apoyo no clinico sector privado;Personal de salud;25/03/2022;;1;;1;221
Administrativo de apoyo no clinico sector privado;Personal de salud;26/03/2022;;;;;35
Administrativo de apoyo no clinico sector privado;Personal de salud;28/03/2022;;;;5;121
Administrativo de apoyo no clinico sector privado;Personal de salud;29/03/2022;;2;;4;128
Administrativo de apoyo no clinico sector privado;Personal de salud;30/03/2022;;;;4;118
Administrativo de apoyo no clinico sector privado;Personal de salud;31/03/2022;1;;;6;111
Administrativo de apoyo no clinico sector privado;Personal de salud;01/04/2022;;1;;5;124
Administrativo de apoyo no clinico sector privado;Personal de salud;02/04/2022;;;;;14
Administrativo de apoyo no clinico sector privado;Personal de salud;03/04/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;04/04/2022;;;;4;141
Administrativo de apoyo no clinico sector privado;Personal de salud;05/04/2022;;;;7;121
Administrativo de apoyo no clinico sector privado;Personal de salud;06/04/2022;;;;3;129
Administrativo de apoyo no clinico sector privado;Personal de salud;07/04/2022;;;;1;134
Administrativo de apoyo no clinico sector privado;Personal de salud;08/04/2022;;;;6;138
Administrativo de apoyo no clinico sector privado;Personal de salud;09/04/2022;;;;1;25
Administrativo de apoyo no clinico sector privado;Personal de salud;10/04/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;11/04/2022;;;;5;135
Administrativo de apoyo no clinico sector privado;Personal de salud;12/04/2022;;;;4;146
Administrativo de apoyo no clinico sector privado;Personal de salud;13/04/2022;;;;;138
Administrativo de apoyo no clinico sector privado;Personal de salud;14/04/2022;;;;7;159
Administrativo de apoyo no clinico sector privado;Personal de salud;15/04/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;16/04/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;18/04/2022;;;;4;127
Administrativo de apoyo no clinico sector privado;Personal de salud;19/04/2022;;;;3;129
Administrativo de apoyo no clinico sector privado;Personal de salud;20/04/2022;;;;2;162
Administrativo de apoyo no clinico sector privado;Personal de salud;21/04/2022;;;;1;145
Administrativo de apoyo no clinico sector privado;Personal de salud;22/04/2022;;;;2;167
Administrativo de apoyo no clinico sector privado;Personal de salud;23/04/2022;;;;;25
Administrativo de apoyo no clinico sector privado;Personal de salud;24/04/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;25/04/2022;;;;4;131
Administrativo de apoyo no clinico sector privado;Personal de salud;26/04/2022;;;;3;126
Administrativo de apoyo no clinico sector privado;Personal de salud;27/04/2022;;;;7;128
Administrativo de apoyo no clinico sector privado;Personal de salud;28/04/2022;;;;;135
Administrativo de apoyo no clinico sector privado;Personal de salud;29/04/2022;;1;;;162
Administrativo de apoyo no clinico sector privado;Personal de salud;30/04/2022;;;;;28
Administrativo de apoyo no clinico sector privado;Personal de salud;01/05/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;02/05/2022;;;;5;193
Administrativo de apoyo no clinico sector privado;Personal de salud;03/05/2022;;;;6;148
Administrativo de apoyo no clinico sector privado;Personal de salud;04/05/2022;;;;4;143
Administrativo de apoyo no clinico sector privado;Personal de salud;05/05/2022;;1;;5;127
Administrativo de apoyo no clinico sector privado;Personal de salud;06/05/2022;;;;4;153
Administrativo de apoyo no clinico sector privado;Personal de salud;07/05/2022;;;;;18
Administrativo de apoyo no clinico sector privado;Personal de salud;08/05/2022;;;;;3
Administrativo de apoyo no clinico sector privado;Personal de salud;09/05/2022;;;;2;110
Administrativo de apoyo no clinico sector privado;Personal de salud;10/05/2022;;1;;4;165
Administrativo de apoyo no clinico sector privado;Personal de salud;11/05/2022;;;;4;281
Administrativo de apoyo no clinico sector privado;Personal de salud;12/05/2022;;;;5;285
Administrativo de apoyo no clinico sector privado;Personal de salud;13/05/2022;1;;;4;288
Administrativo de apoyo no clinico sector privado;Personal de salud;14/05/2022;;;;;68
Administrativo de apoyo no clinico sector privado;Personal de salud;15/05/2022;;;;;5
Administrativo de apoyo no clinico sector privado;Personal de salud;16/05/2022;;;;3;252
Administrativo de apoyo no clinico sector privado;Personal de salud;17/05/2022;1;;;4;274
Administrativo de apoyo no clinico sector privado;Personal de salud;18/05/2022;;;;5;303
Administrativo de apoyo no clinico sector privado;Personal de salud;19/05/2022;;;;5;237
Administrativo de apoyo no clinico sector privado;Personal de salud;20/05/2022;;1;;2;305
Administrativo de apoyo no clinico sector privado;Personal de salud;21/05/2022;;;;;51
Administrativo de apoyo no clinico sector privado;Personal de salud;22/05/2022;;;;;6
Administrativo de apoyo no clinico sector privado;Personal de salud;23/05/2022;;2;;4;294
Administrativo de apoyo no clinico sector privado;Personal de salud;24/05/2022;;;;;295
Administrativo de apoyo no clinico sector privado;Personal de salud;25/05/2022;;;;3;275
Administrativo de apoyo no clinico sector privado;Personal de salud;26/05/2022;;;;5;266
Administrativo de apoyo no clinico sector privado;Personal de salud;27/05/2022;;1;;4;303
Administrativo de apoyo no clinico sector privado;Personal de salud;28/05/2022;;;;1;100
Administrativo de apoyo no clinico sector privado;Personal de salud;29/05/2022;;;;;18
Administrativo de apoyo no clinico sector privado;Personal de salud;30/05/2022;;;;5;321
Administrativo de apoyo no clinico sector privado;Personal de salud;31/05/2022;;;;4;382
Administrativo de apoyo no clinico sector privado;Personal de salud;01/06/2022;;;;5;307
Administrativo de apoyo no clinico sector privado;Personal de salud;02/06/2022;;;;3;272
Administrativo de apoyo no clinico sector privado;Personal de salud;03/06/2022;;;;3;230
Administrativo de apoyo no clinico sector privado;Personal de salud;04/06/2022;;;;2;67
Administrativo de apoyo no clinico sector privado;Personal de salud;05/06/2022;;;;;8
Administrativo de apoyo no clinico sector privado;Personal de salud;06/06/2022;;1;;9;197
Administrativo de apoyo no clinico sector privado;Personal de salud;07/06/2022;;;;5;180
Administrativo de apoyo no clinico sector privado;Personal de salud;08/06/2022;;;;8;199
Administrativo de apoyo no clinico sector privado;Personal de salud;09/06/2022;;;;4;164
Administrativo de apoyo no clinico sector privado;Personal de salud;10/06/2022;;;;6;179
Administrativo de apoyo no clinico sector privado;Personal de salud;11/06/2022;;;;1;41
Administrativo de apoyo no clinico sector privado;Personal de salud;12/06/2022;;;;;5
Administrativo de apoyo no clinico sector privado;Personal de salud;13/06/2022;;;;3;116
Administrativo de apoyo no clinico sector privado;Personal de salud;14/06/2022;;1;;2;129
Administrativo de apoyo no clinico sector privado;Personal de salud;15/06/2022;;;;1;106
Administrativo de apoyo no clinico sector privado;Personal de salud;16/06/2022;;;;3;109
Administrativo de apoyo no clinico sector privado;Personal de salud;17/06/2022;;1;;6;109
Administrativo de apoyo no clinico sector privado;Personal de salud;18/06/2022;;;;1;30
Administrativo de apoyo no clinico sector privado;Personal de salud;19/06/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;20/06/2022;;;;3;135
Administrativo de apoyo no clinico sector privado;Personal de salud;21/06/2022;;;;;3
Administrativo de apoyo no clinico sector privado;Personal de salud;22/06/2022;;;;2;85
Administrativo de apoyo no clinico sector privado;Personal de salud;23/06/2022;;;;1;67
Administrativo de apoyo no clinico sector privado;Personal de salud;24/06/2022;;;;2;91
Administrativo de apoyo no clinico sector privado;Personal de salud;25/06/2022;;;;1;31
Administrativo de apoyo no clinico sector privado;Personal de salud;27/06/2022;;;;;8
Administrativo de apoyo no clinico sector privado;Personal de salud;28/06/2022;;;;1;86
Administrativo de apoyo no clinico sector privado;Personal de salud;29/06/2022;;;;3;69
Administrativo de apoyo no clinico sector privado;Personal de salud;30/06/2022;;;;;83
Administrativo de apoyo no clinico sector privado;Personal de salud;01/07/2022;;;;;70
Administrativo de apoyo no clinico sector privado;Personal de salud;02/07/2022;;;;1;24
Administrativo de apoyo no clinico sector privado;Personal de salud;03/07/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;04/07/2022;;;;1;88
Administrativo de apoyo no clinico sector privado;Personal de salud;05/07/2022;;;;2;81
Administrativo de apoyo no clinico sector privado;Personal de salud;06/07/2022;;;;1;65
Administrativo de apoyo no clinico sector privado;Personal de salud;07/07/2022;;;;2;74
Administrativo de apoyo no clinico sector privado;Personal de salud;08/07/2022;;;;1;76
Administrativo de apoyo no clinico sector privado;Personal de salud;09/07/2022;;;;;15
Administrativo de apoyo no clinico sector privado;Personal de salud;10/07/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;11/07/2022;;;;;64
Administrativo de apoyo no clinico sector privado;Personal de salud;12/07/2022;;;;2;83
Administrativo de apoyo no clinico sector privado;Personal de salud;13/07/2022;;;;4;55
Administrativo de apoyo no clinico sector privado;Personal de salud;14/07/2022;;;;4;47
Administrativo de apoyo no clinico sector privado;Personal de salud;15/07/2022;;;;1;57
Administrativo de apoyo no clinico sector privado;Personal de salud;16/07/2022;;;;;5
Administrativo de apoyo no clinico sector privado;Personal de salud;17/07/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;18/07/2022;;;;2;59
Administrativo de apoyo no clinico sector privado;Personal de salud;19/07/2022;1;;;3;58
Administrativo de apoyo no clinico sector privado;Personal de salud;20/07/2022;;;;;60
Administrativo de apoyo no clinico sector privado;Personal de salud;21/07/2022;;;;1;48
Administrativo de apoyo no clinico sector privado;Personal de salud;22/07/2022;1;;;3;52
Administrativo de apoyo no clinico sector privado;Personal de salud;23/07/2022;;1;;;11
Administrativo de apoyo no clinico sector privado;Personal de salud;24/07/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;25/07/2022;;;;1;43
Administrativo de apoyo no clinico sector privado;Personal de salud;26/07/2022;;;;2;41
Administrativo de apoyo no clinico sector privado;Personal de salud;27/07/2022;;;;2;44
Administrativo de apoyo no clinico sector privado;Personal de salud;28/07/2022;;;;2;44
Administrativo de apoyo no clinico sector privado;Personal de salud;29/07/2022;;;;1;25
Administrativo de apoyo no clinico sector público;Personal de salud;;;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/12/2020;1;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/12/2020;22;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/12/2020;14;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/12/2020;1;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/01/2021;1;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/01/2021;23;35;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/01/2021;5;3;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/01/2021;192;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/01/2021;400;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/01/2021;272;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/01/2021;45;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/01/2021;5;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/01/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/02/2021;196;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/02/2021;2561;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;04/02/2021;1566;26;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/02/2021;1933;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/02/2021;483;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/02/2021;52;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/02/2021;1919;182;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/02/2021;2089;454;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/02/2021;1950;229;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/02/2021;2280;39;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/02/2021;1455;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/02/2021;413;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/02/2021;7;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/02/2021;1198;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/02/2021;1320;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/02/2021;869;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/02/2021;1104;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/02/2021;585;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/02/2021;56;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/02/2021;7;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/02/2021;370;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/02/2021;331;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/02/2021;240;2;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/02/2021;246;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/02/2021;288;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/02/2021;93;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;01/03/2021;270;3;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/03/2021;270;192;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/03/2021;265;2322;;;
Administrativo de apoyo no clinico sector público;Personal de salud;04/03/2021;267;1666;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/03/2021;314;1712;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/03/2021;63;306;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/03/2021;;33;;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/03/2021;202;1769;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/03/2021;228;2131;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/03/2021;226;1851;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/03/2021;259;2212;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/03/2021;214;1466;;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/03/2021;32;353;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/03/2021;3;16;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/03/2021;247;1264;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/03/2021;239;1325;;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/03/2021;230;985;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/03/2021;221;1077;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/03/2021;224;685;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/03/2021;19;64;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/03/2021;2;9;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/03/2021;212;501;;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/03/2021;180;421;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/03/2021;199;252;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/03/2021;151;175;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/03/2021;225;262;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/03/2021;4;14;;;
Administrativo de apoyo no clinico sector público;Personal de salud;28/03/2021;2;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;29/03/2021;142;250;;;
Administrativo de apoyo no clinico sector público;Personal de salud;30/03/2021;143;268;;;
Administrativo de apoyo no clinico sector público;Personal de salud;31/03/2021;106;246;;;
Administrativo de apoyo no clinico sector público;Personal de salud;01/04/2021;123;273;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/04/2021;;9;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/04/2021;4;5;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/04/2021;133;420;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/04/2021;77;271;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/04/2021;61;252;;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/04/2021;65;243;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/04/2021;87;223;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/04/2021;19;21;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/04/2021;;3;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/04/2021;182;259;;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/04/2021;214;250;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/04/2021;183;239;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/04/2021;220;186;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/04/2021;68;239;;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/04/2021;12;13;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/04/2021;43;215;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/04/2021;46;199;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/04/2021;38;192;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/04/2021;35;153;;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/04/2021;45;181;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/04/2021;2;11;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/04/2021;2;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/04/2021;35;163;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/04/2021;34;146;;;
Administrativo de apoyo no clinico sector público;Personal de salud;28/04/2021;22;116;;;
Administrativo de apoyo no clinico sector público;Personal de salud;29/04/2021;26;127;;;
Administrativo de apoyo no clinico sector público;Personal de salud;30/04/2021;29;38;;;
Administrativo de apoyo no clinico sector público;Personal de salud;01/05/2021;2;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/05/2021;3;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/05/2021;36;104;;;
Administrativo de apoyo no clinico sector público;Personal de salud;04/05/2021;36;91;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/05/2021;25;89;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/05/2021;43;63;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/05/2021;34;83;;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/05/2021;4;7;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/05/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/05/2021;38;144;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/05/2021;32;211;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/05/2021;40;176;;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/05/2021;22;196;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/05/2021;28;97;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/05/2021;1;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/05/2021;;4;;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/05/2021;38;60;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/05/2021;28;64;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/05/2021;16;48;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/05/2021;20;57;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/05/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/05/2021;5;8;;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/05/2021;3;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/05/2021;56;59;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/05/2021;49;61;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/05/2021;48;43;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/05/2021;27;46;;;
Administrativo de apoyo no clinico sector público;Personal de salud;28/05/2021;21;44;;;
Administrativo de apoyo no clinico sector público;Personal de salud;29/05/2021;2;2;;;
Administrativo de apoyo no clinico sector público;Personal de salud;30/05/2021;3;4;;;
Administrativo de apoyo no clinico sector público;Personal de salud;31/05/2021;14;41;;;
Administrativo de apoyo no clinico sector público;Personal de salud;01/06/2021;10;50;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/06/2021;24;36;8;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/06/2021;13;40;4;;
Administrativo de apoyo no clinico sector público;Personal de salud;04/06/2021;12;43;3;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/06/2021;2;9;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/06/2021;2;7;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/06/2021;22;45;6;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/06/2021;33;31;4;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/06/2021;27;44;3;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/06/2021;20;27;2;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/06/2021;34;39;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/06/2021;;4;1;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/06/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/06/2021;18;22;1;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/06/2021;21;45;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/06/2021;19;37;1;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/06/2021;20;27;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/06/2021;14;20;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/06/2021;1;5;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/06/2021;1;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/06/2021;;4;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/06/2021;16;59;;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/06/2021;10;47;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/06/2021;7;44;4;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/06/2021;4;29;4;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/06/2021;2;4;;;
Administrativo de apoyo no clinico sector público;Personal de salud;28/06/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;29/06/2021;7;40;6;;
Administrativo de apoyo no clinico sector público;Personal de salud;30/06/2021;2;34;5;;
Administrativo de apoyo no clinico sector público;Personal de salud;01/07/2021;10;27;6;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/07/2021;5;28;6;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/07/2021;;4;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/07/2021;1;31;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/07/2021;5;35;2;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/07/2021;3;26;1;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/07/2021;3;25;3;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/07/2021;6;23;2;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/07/2021;;3;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/07/2021;;2;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/07/2021;5;24;4;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/07/2021;2;26;3;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/07/2021;2;14;2;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/07/2021;4;23;5;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/07/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/07/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/07/2021;3;26;2;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/07/2021;8;24;1;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/07/2021;3;18;2;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/07/2021;5;17;3;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/07/2021;11;7;1;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/07/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/07/2021;5;6;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/07/2021;5;11;;;
Administrativo de apoyo no clinico sector público;Personal de salud;28/07/2021;6;12;1;;
Administrativo de apoyo no clinico sector público;Personal de salud;29/07/2021;3;8;;;
Administrativo de apoyo no clinico sector público;Personal de salud;30/07/2021;4;6;2;;
Administrativo de apoyo no clinico sector público;Personal de salud;31/07/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/08/2021;9;7;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/08/2021;13;22;;;
Administrativo de apoyo no clinico sector público;Personal de salud;04/08/2021;5;6;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/08/2021;1;6;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/08/2021;1;10;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/08/2021;18;11;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/08/2021;24;9;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/08/2021;2;6;;12;
Administrativo de apoyo no clinico sector público;Personal de salud;12/08/2021;;2;;10;
Administrativo de apoyo no clinico sector público;Personal de salud;13/08/2021;;2;;20;
Administrativo de apoyo no clinico sector público;Personal de salud;14/08/2021;;;;2;
Administrativo de apoyo no clinico sector público;Personal de salud;15/08/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/08/2021;8;12;;54;
Administrativo de apoyo no clinico sector público;Personal de salud;17/08/2021;4;9;1;98;
Administrativo de apoyo no clinico sector público;Personal de salud;18/08/2021;;8;;169;
Administrativo de apoyo no clinico sector público;Personal de salud;19/08/2021;1;3;1;358;
Administrativo de apoyo no clinico sector público;Personal de salud;20/08/2021;1;7;;1082;
Administrativo de apoyo no clinico sector público;Personal de salud;21/08/2021;;2;;7;
Administrativo de apoyo no clinico sector público;Personal de salud;22/08/2021;;;;1;
Administrativo de apoyo no clinico sector público;Personal de salud;23/08/2021;2;10;1;92;
Administrativo de apoyo no clinico sector público;Personal de salud;24/08/2021;2;10;;85;
Administrativo de apoyo no clinico sector público;Personal de salud;25/08/2021;2;9;;58;
Administrativo de apoyo no clinico sector público;Personal de salud;26/08/2021;1;8;;67;
Administrativo de apoyo no clinico sector público;Personal de salud;27/08/2021;;4;1;91;
Administrativo de apoyo no clinico sector público;Personal de salud;28/08/2021;;;;4;
Administrativo de apoyo no clinico sector público;Personal de salud;30/08/2021;4;9;;72;
Administrativo de apoyo no clinico sector público;Personal de salud;31/08/2021;4;15;1;68;
Administrativo de apoyo no clinico sector público;Personal de salud;01/09/2021;;10;;140;
Administrativo de apoyo no clinico sector público;Personal de salud;02/09/2021;;1;2;165;
Administrativo de apoyo no clinico sector público;Personal de salud;03/09/2021;1;;;473;
Administrativo de apoyo no clinico sector público;Personal de salud;04/09/2021;;1;;2;
Administrativo de apoyo no clinico sector público;Personal de salud;06/09/2021;4;13;1;603;
Administrativo de apoyo no clinico sector público;Personal de salud;07/09/2021;2;21;1;804;
Administrativo de apoyo no clinico sector público;Personal de salud;08/09/2021;;6;;936;
Administrativo de apoyo no clinico sector público;Personal de salud;09/09/2021;;2;;641;
Administrativo de apoyo no clinico sector público;Personal de salud;10/09/2021;1;;;628;
Administrativo de apoyo no clinico sector público;Personal de salud;11/09/2021;;;;83;
Administrativo de apoyo no clinico sector público;Personal de salud;13/09/2021;8;12;;1235;
Administrativo de apoyo no clinico sector público;Personal de salud;14/09/2021;6;15;;1375;
Administrativo de apoyo no clinico sector público;Personal de salud;15/09/2021;1;1;;1027;
Administrativo de apoyo no clinico sector público;Personal de salud;16/09/2021;2;3;;382;
Administrativo de apoyo no clinico sector público;Personal de salud;20/09/2021;1;2;;648;
